austin,-2.97616252413,0.0,-5.21866021717,-8.97343410148,-1.28857735823,0.0,-1.05093111213,-4.9109111934
charlotte,-0.839306992515,0.0,-0.358901371515,-5.5351357238,-1.52371897888,0.0,0.755118271214,-3.84173620793
nashville,-1.68277969495,0.0,-3.33843717873,-6.34055875051,-2.14257019595,0.0,-1.77348169457,-4.78232914472
fort_worth,-2.29388101568,0.0,-3.98078188455,-6.79590231091,-1.59981879544,0.0,-2.66361684757,-5.47499188247
chicago,-2.89393644165,0.0,-4.87519698192,-7.62704728813,-2.06776267535,0.0,-2.82320117091,-5.8304422072
san_francisco,-3.01916064972,0.0,-4.62492171546,-7.62281332667,-1.8464750497,0.0,-2.03865452285,-5.2244860637
dc,0.686364023302,0.0,-2.20734104221,-6.58212113268,-0.873637381271,0.0,-0.210955612591,-2.31063066254
seattle,-2.98276584509,0.0,-1.79122140096,-7.40139784726,-2.64035206279,0.0,-4.70069128436,-7.89016320664
nyc,-1.20374532706,0.0,-2.49104444983,-8.04135720672,0.334091670195,0.0,-2.03342663276,-5.92276899419
san_antonio,-1.00166656027,0.0,-6.30714117719,-9.12038560629,2.1843842971,0.0,-2.48860425403,-5.41304662815
houston,-1.05257468688,0.0,-3.0680919423,-6.43095833623,-0.390865393971,0.0,-3.57148630484,-6.16511844403
san_diego,-2.35003761754,0.0,1.0295722332,-3.51071042221,-1.08575602127,0.0,-0.126214701275,-5.29725061997
el_paso,-1.68724395013,0.0,-0.960190689779,0.355187533166,2.16658884321,0.0,-1.49637876247,-6.99830406828
indianapolis,-1.71895257869,0.0,-2.55846208082,-5.42489294992,-2.33198432956,0.0,-4.74451877251,-7.52069569307
dallas,0.736485863406,0.0,-2.84551300074,-6.17189230681,0.476392694339,0.0,-3.4562674703,-6.07422886649
boston,-3.01296834268,0.0,-1.30053824544,-8.16540799721,-2.10229916873,0.0,0.540460887128,-5.42432633827
detroit,3.07468449192,0.0,-4.23580395455,-7.58630955809,-1.59190434273,0.0,-4.75129057165,-5.86085981705
denver,-2.6319971805,0.0,-4.6851848132,-7.0671610108,-1.92686155836,0.0,-2.20141738118,-5.47826732271
la,-0.465336254398,0.0,-0.963071567287,-4.26171805956,1.48135697815,0.0,-2.77936216361,-6.56308349124
phoenix,-2.2312918059,0.0,0.673311604112,-3.20594274853,-0.907765852457,0.0,-0.838833478354,-5.34492520256
columbus,-2.05846810032,0.0,-3.97223082985,-5.7625599772,-2.77891998648,0.0,-2.22435165588,-4.65714002732
memphis,2.77192713842,0.0,-3.36761382877,-6.34655052007,-0.459167371295,0.0,-5.49086106624,-9.11931965629
philadelphia,-0.14857525374,0.0,-3.95080759945,-7.05786597607,-0.896804342979,0.0,-2.75352267297,-6.17184029038
jacksonville,-1.1946957142,0.0,-1.93456948279,-5.87328989543,-1.92567460843,0.0,-0.467485846304,-2.1172837228
san_jose,-1.04149973057,0.0,1.00883245141,-2.27575859838,1.8512426387,0.0,-0.601907664479,-4.93746861323
